Source,Date,Obsolescence Date,Business Name,Legal Name,Physical Address,Physical Address Number,Physical Pre Direction,Physical Address Name,Physical Address Suffix,Physical Post Direction,Physical City,Physical State,Physical ZIP,Physical ZIP 4,Key Executive Name,First Name,Middle Initial,Last Name,Title,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,Mailing Address,Mailing Address Number,Mailing Pre Direction,Mailing Address Name,Mailing Address Suffix,Mailing Post Direction,Mailing City,Mailing State,Mailing ZIP,Mailing ZIP 4,Phone,Fax,Toll-Free,County Name,County Population,Metro Area,Latitude,Longitude,EIN,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,SIC02,SIC02.Description,SIC03,SIC03.Description,SIC04,SIC04.Description,SIC05,SIC05.Description,SIC06,SIC06.Description,SIC07,SIC07.Description,SIC08,SIC08.Description,SIC09,SIC09.Description,SIC10,SIC10.Description,NAICS 1,NAICS 1 Description,NAICS 2,NAICS 2 Description,NAICS 3,NAICS 3 Description,NAICS 4,NAICS 4 Description,NAICS 5,NAICS 5 Description,NAICS 6,NAICS 6 Description,NAICS 7,NAICS 7 Description,NAICS 8,NAICS 8 Description,NAICS 9,NAICS 9 Description,NAICS 10,NAICS 10 Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Ticker Symbol,Stock Exchange,Fortune 1000 Ranking,Credit Score,2021 Revenue/Yr,2020 Revenue/Yr,2019 Revenue/Yr,2018 Revenue/Yr,2020 % Sales Growth,2019 % Sales Growth,2018 % Sales Growth,2021 Employees,2020 Employees,2019 Employees,2018 Employees,2020 % Employee Growth,2019 % Employee Growth,2018 % Employee Growth,Executive First Name 1,Executive Last Name 1,Executive Title 1,Executive Gender 1,Executive Department 1,Executive First Name 2,Executive Last Name 2,Executive Title 2,Executive Gender 2,Executive Department 2,Executive First Name 3,Executive Last Name 3,Executive Title 3,Executive Gender 3,Executive Department 3,Executive First Name 4,Executive Last Name 4,Executive Title 4,Executive Gender 4,Executive Department 4,Executive First Name 5,Executive Last Name 5,Executive Title 5,Executive Gender 5,Executive Department 5,Executive First Name 6,Executive Last Name 6,Executive Title 6,Executive Gender 6,Executive Department 6,Executive First Name 7,Executive Last Name 7,Executive Title 7,Executive Gender 7,Executive Department 7,Executive First Name 8,Executive Last Name 8,Executive Title 8,Executive Gender 8,Executive Department 8,Executive First Name 9,Executive Last Name 9,Executive Title 9,Executive Gender 9,Executive Department 9,Executive First Name 10,Executive Last Name 10,Executive Title 10,Executive Gender 10,Executive Department 10,Executive First Name 11,Executive Last Name 11,Executive Title 11,Executive Gender 11,Executive Department 11,Executive First Name 12,Executive Last Name 12,Executive Title 12,Executive Gender 12,Executive Department 12,Executive First Name 13,Executive Last Name 13,Executive Title 13,Executive Gender 13,Executive Department 13,Executive First Name 14,Executive Last Name 14,Executive Title 14,Executive Gender 14,Executive Department 14,Executive First Name 15,Executive Last Name 15,Executive Title 15,Executive Gender 15,Executive Department 15,Executive First Name 16,Executive Last Name 16,Executive Title 16,Executive Gender 16,Executive Department 16,Executive First Name 17,Executive Last Name 17,Executive Title 17,Executive Gender 17,Executive Department 17,Executive First Name 18,Executive Last Name 18,Executive Title 18,Executive Gender 18,Executive Department 18,Executive First Name 19,Executive Last Name 19,Executive Title 19,Executive Gender 19,Executive Department 19,Executive First Name 20,Executive Last Name 20,Executive Title 20,Executive Gender 20,Executive Department 20,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,AtoZ ID,Home Based Business,Franchise Type,Holding Parent Name,Other_Source ,
"AtoZDatabases","09/25/2022","03/25/2023","Empire Investment Holdings LLC","","1000 NW 57th Ct Ste 900","1000","NW","57th","Ct","","Miami","FL","33126","3295","Dennis Mahoney","Dennis","M","Mahoney","Partner","Male","8","8","$7,725,000","1000 NW 57th Ct Ste 900","1000","NW","57th","Ct","","Miami","FL","33126","3295","(305) 403-1111","(305) 403-1112","N/A","Miami-Dade","250,000 to 499,999","Miami-Fort Lauderdale-Pompano ","25.781158","-80.29325","","Investors","Headquarters","","No","6799001","Investors","6799011","Private Equity Companies","","","","","","","","","","","","","","","","","523910","Miscellaneous Intermediation","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","No","1,000 to 4,999","www.empireih.com","No","2003","","","","100","7725000","4825561","4825561","5428756","60.0","0.0","-11.0","8","8","8","9","0.0","0.0","-11.0","Dennis","Mahoney","Partner","Male","Administration & Operations","Michael","Greif","Partner","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$5,000 to $14,999","$7,500 to $19,999","$15,000 to $24,999","$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$5,000 to $9,999","$7,500 to $19,999","11132552583217","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Tenaya Capital","","3101 Park Blvd","3101","","Park","Blvd","","Palo Alto","CA","94306","2233","Dorian Merritt","Dorian","","Merritt","Chief Financial Officer","Female","6","7","$7,725,000","3101 Park Blvd","3101","","Park","Blvd","","Palo Alto","CA","94306","2233","(650) 687-6500","N/A","N/A","Santa Clara","50,000 to 99,999","San Jose-Sunnyvale-Santa Clara","37.425168","-122.136248","","Venture Capital Companies","Headquarters","","No","6799003","Venture Capital Companies","","","","","","","","","","","","","","","","","","","523910","Miscellaneous Intermediation","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","No","1,000 to 4,999","www.tenayacapital.com","No","2009","","","","100","7725000","4730144","4730144","5405879","63.0","0.0","-13.0","7","7","7","8","0.0","0.0","-12.0","Dorian","Merritt","Chief Financial Officer","Female","Administration & Operations","Michelle","Elston","Executive Officer","Female","Administration & Operations","Tina","Wang","Executive Officer","Female","Administration & Operations","Tom","Banahan","Partner","Male","Administration & Operations","Ben","Boyer","Partner","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$5,000 to $14,999","$7,500 to $19,999","$15,000 to $24,999","$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$2,000 to $4,999","$7,500 to $19,999","11140013799080","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Stone Canyon Industries","","1875 Century Park E Ste 320","1875","","Century","Park","E","Los Angeles","CA","90067","2539","James Fordyce","James","H","Fordyce","Chief Executive Officer","Male","5","5","$7,700,000","1875 Century Park E Ste 320","1875","","Century","Park","E","Los Angeles","CA","90067","2539","(424) 316-2061","(424) 316-2062","N/A","Los Angeles","500,000 or more","Los Angeles-Long Beach-Anaheim","34.0606104","-118.4146468","","Non-Bank Holding Companies","Headquarters","","No","6719001","Non-Bank Holding Companies","","","","","","","","","","","","","","","","","","","551112","Offices of Other Holding Companies","","","","","","","","","","","","","","","","","","","No","5 to 9","Private","No","Up to 999","www.scihinc.com","No","","","","","75","7700000","0","0","0","0.0","0.0","0.0","5","","","","0.0","0.0","0.0","James","Fordyce","Chief Executive Officer","Male","Administration & Operations","Adam","Cohn","Chief Executive Officer","Male","Administration & Operations","Michael","Salvator","Chief Operating Officer","Male","Administration & Operations","Michael","Neumann","President","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","$5,000 to $14,999","$2,500 to $7,499","$7,500 to $14,999","$5,000 to $9,999","$5,000 to $9,999","$5,000 to $9,999","$2,000 to $4,999","$2,500 to $7,499","11140031779278","No","","Stone Canyon Industries","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","One World Ventures Inc","","3800 Howard Hughes Pkwy Ste 1270","3800","","Howard Hug","Pkwy","","Las Vegas","NV","89169","5921","Ronald Lindsay","Ronald","","Lindsay","Chief Executive Officer","Male","5","5","$7,577,000","3395 S Jones Blvd # 337","3395","S","Jones","Blvd","","Las Vegas","NV","89146","6729","(702) 331-9700","N/A","N/A","Clark","500,000 or more","Las Vegas-Henderson-Paradise, ","36.119202","-115.156041","","Non-Bank Holding Companies","Headquarters","","Yes","6719001","Non-Bank Holding Companies","3999001","Manufacturing Industries","","","","","","","","","","","","","","","","","551112","Offices of Other Holding Companies","339999","All Other Miscellaneous Manufacturing","","","","","","","","","","","","","","","","","No","5 to 9","Public","No","Up to 999","www.oneworldventuresinc.com","No","1997","","","","100","1470000","1484700","0","0","-1.0","0.0","0.0","5","5","","","0.0","0.0","0.0","Ronald","Lindsay","Chief Executive Officer","Male","Administration & Operations","Armand","Nicholi","Chief Financial Officer","Male","Administration & Operations","Alejandro","Garcia","Executive Officer","Male","Strategic Planning & Business Development","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","$5,000 to $14,999","$2,500 to $7,499","$7,500 to $14,999","$2,000 to $4,999","$5,000 to $9,999","$2,500 to $4,999","$2,000 to $4,999","$2,500 to $7,499","11140017707611","No","","One World Ventures Inc","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Avio Credit Inc","","3615 N Ridge Rd","3615","N","Ridge","Rd","","Wichita","KS","67205","1214"," ","","","","","","6","6","$7,569,000","PO Box 780408","780408","","PO Box","","","Wichita","KS","67278","0408","(888) 638-2846","(888) 754-0143","N/A","Sedgwick","250,000 to 499,999","Wichita, KS","37.749577","-97.426806","","Personal Financing & Loans","Headquarters","","No","6141003","Personal Financing & Loans","7389004","Business Finance Support Services","6153009","Credit Card & Other Credit Plans","","","","","","","","","","","","","","","522291","Consumer Lending","561499","All Other Business Support Services","522299","International, Secondary Market, and All Other Nondepository Credit Intermediation","","","","","","","","","","","","","","","No","5 to 9","Public","No","1,000 to 4,999","www.aviocredit.com","No","2021","","","","93","1112000","0","0","0","0.0","0.0","0.0","6","","","","0.0","0.0","0.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","$5,000 to $14,999","$2,500 to $7,499","$7,500 to $14,999","$5,000 to $9,999","$5,000 to $9,999","$5,000 to $9,999","$2,000 to $4,999","$2,500 to $7,499","11140023077110","No","","CURO Group Holdings Corp","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","BrandXR","","421 E Robinson St","421","E","Robinson","St","","Orlando","FL","32801","1916","Mahmoud Mattan","Mahmoud","","Mattan","Chief Executive Officer","Male","6","6","$7,517,000","421 E Robinson St","421","E","Robinson","St","","Orlando","FL","32801","1916","(248) 390-2079","N/A","N/A","Orange","250,000 to 499,999","Orlando-Kissimmee-Sanford, FL","28.546185","-81.371832","","Software Publishers","Headquarters","","No","7372001","Software Publishers","","","","","","","","","","","","","","","","","","","513210","Software Publishers","","","","","","","","","","","","","","","","","","","No","5 to 9","Private","No","1,000 to 4,999","","No","2020","","","","79","5383000","5490660","0","0","-2.0","0.0","0.0","6","6","","","0.0","0.0","0.0","Mahmoud","Mattan","Chief Executive Officer","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","$5,000 to $14,999","$2,500 to $7,499","$7,500 to $14,999","$5,000 to $9,999","$5,000 to $9,999","$5,000 to $9,999","$2,000 to $4,999","$2,500 to $7,499","11140019892817","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Barricades Unlimited","","8702 Ike Byrom Rd","8702","","Ike Byrom","Rd","","Aubrey","TX","76227","3972","David Giancola","David","","Giancola","Executive Officer","Male","6","6","$7,491,000","8702 Ike Byrom Rd","8702","","Ike Byrom","Rd","","Aubrey","TX","76227","3972","(940) 382-0050","N/A","N/A","Denton","Up to 24,999","Dallas-Fort Worth-Arlington, T","33.272369","-96.9812929","","Industrial Supplies Wholesale","Headquarters","","No","5085001","Industrial Supplies Wholesale","7389189","Barricades & Traffic Control Services","","","","","","","","","","","","","","","","","423840","Industrial Supplies Merchant Wholesalers","561990","All Other Support Services","","","","","","","","","","","","","","","","","No","Up to 4","Private","No","1,000 to 4,999","www.barricadesunlimited.com","No","2018","","","","89","7352000","4660731","4660731","6214308","58.0","0.0","-25.0","6","6","6","8","0.0","0.0","-25.0","David","Giancola","Executive Officer","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$1,000 to $4,999","$7,500 to $19,999","$7,500 to $14,999","$2,000 to $4,999","$10,000 to $24,999","$5,000 to $9,999","$2,000 to $4,999","$7,500 to $19,999","11140014416708","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Stevenson Newspapers","","1030 N Main St","1030","N","Main","St","","Sheridan","WY","82801","3071"," ","","","","","","7","7","$7,462,000","1030 N Main St","1030","N","Main","St","","Sheridan","WY","82801","3071","(307) 673-6566","N/A","N/A","Sheridan","Up to 24,999","Sheridan, WY","44.8084433","-106.9562209","","Newspapers Publishing & Printing","Headquarters","","Yes","2711001","Newspapers Publishing & Printing","","","","","","","","","","","","","","","","","","","513110","Newspaper Publishers","","","","","","","","","","","","","","","","","","","No","5 to 9","Private","No","1,000 to 4,999","","No","","","","","88","1596000","5798663","5798663","5428535","-72.0","0.0","7.0","7","47","47","44","-85.0","0.0","7.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","Up to $999","$7,500 to $19,999","$15,000 to $24,999","$5,000 to $9,999","$10,000 to $24,999","$25,000 to $99,999","$2,000 to $4,999","$7,500 to $19,999","11132577571382","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","David C Poole Co Inc","","6 Arborland Way","6","","Arborland","Way","","Greenville","SC","29615","2201","David Poole","David","","Poole","President","Male","9","9","$7,414,000","6 Arborland Way","6","","Arborland","Way","","Greenville","SC","29615","2201","(864) 271-9935","(864) 232-9416","N/A","Greenville","250,000 to 499,999","Greenville-Anderson, SC","34.8654769","-82.3312486","","Importers & Exporters","Headquarters","","No","5099050","Importers & Exporters","5131030","Textile Brokers Wholesale","","","","","","","","","","","","","","","","","423990","Other Miscellaneous Durable Goods Merchant Wholesalers","424310","Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers","","","","","","","","","","","","","","","","","No","5 to 9","Private","No","1,000 to 4,999","www.poolecompany.com","No","1982","","","","100","7414000","5663921","5663921","6922570","31.0","0.0","-18.0","9","9","9","11","0.0","0.0","-18.0","David","Poole","President","Male","Administration & Operations","Bynum","Poole","Executive Officer","Male","Sales","Tammy","Picksimer","Manager","Female","Information Technology","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$1,000 to $4,999","$7,500 to $19,999","$15,000 to $24,999","$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$2,000 to $4,999","$7,500 to $19,999","11132551170612","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Toshoku America Inc","","4 Park Plz Ste 570","4","","Park","Plz","","Irvine","CA","92614","5272","Takeshi Hagashio","Takeshi","","Hagashio","Manager","Male","9","9","$7,414,000","4 Park Plz Ste 570","4","","Park","Plz","","Irvine","CA","92614","5272","(949) 724-0100","(949) 724-0022","N/A","Orange","250,000 to 499,999","Los Angeles-Long Beach-Anaheim","33.678277","-117.837202","","Importers & Exporters","Headquarters","","No","5099050","Importers & Exporters","","","","","","","","","","","","","","","","","","","423990","Other Miscellaneous Durable Goods Merchant Wholesalers","","","","","","","","","","","","","","","","","","","No","5 to 9","Private","No","1,000 to 4,999","","No","1971","","","","96","7414000","7289970","7289970","7289970","2.0","0.0","0.0","9","9","9","9","0.0","0.0","0.0","Takeshi","Hagashio","Manager","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$1,000 to $4,999","$7,500 to $19,999","$15,000 to $24,999","$5,000 to $9,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999","11132554110573","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Reinforced Earth Co","","45610 Woodland Rd Ste 200","45610","","Woodland","Rd","","Sterling","VA","20166","4220","Stephanie Beaune","Stephanie","","Beaune","Chief Financial Officer","Female","9","9","$7,398,000","45610 Woodland Rd Ste 200","45610","","Woodland","Rd","","Sterling","VA","20166","4220","(888) 427-3601","N/A","(800) 446-5700","Loudoun","25,000 to 49,999","Washington-Arlington-Alexandri","39.022112","-77.421588","","Brick, Stone, & Related Construction Materials Wholesale","Headquarters","","No","5032001","Brick, Stone, & Related Construction Materials Wholesale","","","","","","","","","","","","","","","","","","","423320","Brick, Stone, and Related Construction Material Merchant Wholesalers","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","No","1,000 to 4,999","www.reinforcedearth.com","No","1974","","","","96","7398000","7028100","0","0","5.0","0.0","0.0","6","7","","","-14.0","0.0","0.0","Stephanie","Beaune","Chief Financial Officer","Female","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$1,000 to $4,999","$7,500 to $19,999","$7,500 to $14,999","$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$2,000 to $4,999","$7,500 to $19,999","11140018722602","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Zions Public Finance Inc","","1 S Main St","1","S","Main","St","","Las Vegas","NV","89101","6370","Susie Becker","Susie","","Becker","Executive Officer","Female","9","9","$7,381,000","1 S Main St","1","S","Main","St","","Las Vegas","NV","89101","6370","(801) 844-7373","(801) 844-4484","N/A","Clark","500,000 or more","Las Vegas-Henderson-Paradise, ","36.1717936","-115.1465776","","Financial Planning Consultants","Headquarters","","No","6282001","Financial Planning Consultants","7389004","Business Finance Support Services","6282002","Financial Advisory Services","","","","","","","","","","","","","","","523940","Portfolio Management and Investment Advice","561499","All Other Business Support Services","","","","","","","","","","","","","","","","","No","10 to 24","Public","No","1,000 to 4,999","www.zionspf.com","No","","","","","100","2821000","1780064","1780064","1384494","58.0","0.0","29.0","9","9","9","7","0.0","0.0","29.0","Susie","Becker","Executive Officer","Female","Administration & Operations","Jon","Bronson","Executive Officer","Male","Administration & Operations","Benjamin","Becker","Executive Officer","Male","Administration & Operations","Alyson","Price","Executive Officer","Female","Administration & Operations","Alex","Burton","Executive Officer","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$5,000 to $14,999","$7,500 to $19,999","$15,000 to $24,999","$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$5,000 to $9,999","$7,500 to $19,999","11132548616066","No","","Zions Bancorp National Associa","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Angelus Welding Supply","","12173 Branford St","12173","","Branford","St","","Sun Valley","CA","91352","1007","Jolene Donohue","Jolene","","Donohue","Owner","Female","7","7","$7,323,000","12173 Branford St","12173","","Branford","St","","Sun Valley","CA","91352","1007","(818) 834-2200","(818) 834-2205","N/A","Los Angeles","25,000 to 49,999","Los Angeles-Long Beach-Anaheim","34.2521","-118.398922","","Welding Equipment & Supplies Wholesale","Headquarters","","No","5084004","Welding Equipment & Supplies Wholesale","5999065","Welding Supply Stores","5047046","Medical Oxygen Wholesale","5047054","Oxygen Producing Equipment Wholesale","","","","","","","","","","","","","423830","Industrial Machinery and Equipment Merchant Wholesalers","455219","All Other General Merchandise Retailers","423450","Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers","","","","","","","","","","","","","","","No","Up to 4","Private","No","1,000 to 4,999","www.angelusweldingsupply.com","Yes","1947","","","","100","7323000","5200498","5200498","5943427","41.0","0.0","-13.0","7","7","7","8","0.0","0.0","-12.0","Jolene","Donohue","Owner","Female","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$1,000 to $4,999","$7,500 to $19,999","$15,000 to $24,999","$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$2,000 to $4,999","$7,500 to $19,999","11132554516368","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Godspeed Capital Management LP","","1055 Thomas Jefferson St NW","1055","","Thomas Jef","St","NW","Washington","DC","20007","5259","Douglas Lake","Douglas","T","Lake","Partner","Male","9","9","$7,129,000","1055 Thomas Jefferson St NW","1055","","Thomas Jef","St","NW","Washington","DC","20007","5259","(202) 765-1010","N/A","N/A","District Of Columbia","500,000 or more","Washington-Arlington-Alexandri","38.903762","-77.059765","","Investors","Headquarters","","No","6799001","Investors","6799011","Private Equity Companies","","","","","","","","","","","","","","","","","523910","Miscellaneous Intermediation","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","No","1,000 to 4,999","www.godspeedcm.com","No","2020","","","","89","7129000","0","0","0","0.0","0.0","0.0","9","","","","0.0","0.0","0.0","Douglas","Lake","Partner","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$5,000 to $14,999","$7,500 to $19,999","$15,000 to $24,999","$5,000 to $9,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999","11140024777667","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","American Electronic Components Inc","American Electronic Components","90 Fanny Rd Ste 1","90","","Fanny","Rd","","Boonton","NJ","07005","1055","Ronald Franks","Ronald","","Franks","President","Male","5","5","$7,106,000","90 Fanny Rd Ste 1","90","","Fanny","Rd","","Boonton","NJ","07005","1055","(973) 402-8282","(973) 402-7676","N/A","Morris","Up to 24,999","New York-Newark-Jersey City, N","40.89493","-74.418302","","Electronic Parts Wholesale","Headquarters","","No","5065032","Electronic Parts Wholesale","","","","","","","","","","","","","","","","","","","423690","Other Electronic Parts and Equipment Merchant Wholesalers","","","","","","","","","","","","","","","","","","","No","Up to 4","Private","No","1,000 to 4,999","www.aeciusa.com","No","1978","","","","96","7106000","44810116","25205690","28006322","-84.0","78.0","-10.0","5","32","18","20","-84.0","78.0","-10.0","Ronald","Franks","President","Male","Administration & Operations","Tim","Collier","Executive Officer","Male","Marketing & Advertising","Brittany","Franks","Executive Officer","Female","Marketing & Advertising","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$1,000 to $4,999","$7,500 to $19,999","$7,500 to $14,999","$2,000 to $4,999","$10,000 to $24,999","$5,000 to $9,999","$2,000 to $4,999","$7,500 to $19,999","11132555170201","No","","","AtoZDatabases",
"AtoZDatabases","09/25/2022","03/25/2023","Exit Bail Bond Co Inc","","200 S 7th St","200","S","7th","St","","Fort Smith","AR","72901","3605","Kris Keyton","Kris","","Keyton","Executive Officer","Unknown","4","8","$6,990,000","200 S 7th St","200","S","7th","St","","Fort Smith","AR","72901","3605","(870) 269-6616","N/A","N/A","Sebastian","100,000 to 249,999","Fort Smith, AR-OK","35.381817","-94.427277","","Bail Bonds","Headquarters","","No","6351001","Bail Bonds","","","","","","","","","","","","","","","","","","","524126","Direct Property and Casualty Insurance Carriers","","","","","","","","","","","","","","","","","","","No","10 to 24","Private","No","1,000 to 4,999","www.exitbail.com","No","1980","","","","100","6990000","3256452","3256452","4884677","115.0","0.0","-33.0","8","4","4","6","100.0","0.0","-33.0","Kris","Keyton","Executive Officer","Unknown","Administration & Operations","Tom","Nicholtich","Manager","Male","Administration & Operations","Tom","Nickloich","Manager","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$5,000 to $14,999","$2,500 to $7,499","$7,500 to $14,999","$5,000 to $9,999","$5,000 to $9,999","$5,000 to $9,999","$2,000 to $4,999","$7,500 to $19,999","11132545653617","No","","","AtoZDatabases",
